@RELATION weatherData

@ATTRIBUTE 'season' {autumn, winter, spring, summer}
@ATTRIBUTE 'time' {'00:00', '03:00', '06:00', '09:00', '12:00', '15:00', '18:00', '21:00'}
@ATTRIBUTE 'temperature' NUMERIC
@ATTRIBUTE 'pressure' NUMERIC
@ATTRIBUTE 'humidity' NUMERIC
@ATTRIBUTE 'precipitation' NUMERIC
@ATTRIBUTE 'health_influence' {positive, negative, dangerous}

@DATA
summer,'15:00',19.7,752.2,66,?,positive
summer,'12:00',16.3,753.3,79,?,positive
summer,'09:00',16.1,754.4,73,?,positive
summer,'06:00',15.1,756.1,75,?,positive
summer,'03:00',16.3,757.6,71,?,positive
summer,'00:00',17.8,758.6,73,?,positive
summer,'21:00',18.7,759.1,84,11,negative
summer,'18:00',21.1,760.2,60,?,positive
summer,'15:00',25.0,760.9,36,?,positive
summer,'12:00',23.0,761.8,47,?,positive
summer,'09:00',19.9,762.3,76,?,positive
summer,'06:00',17.7,762.5,79,?,positive
summer,'03:00',17.8,763.2,72,?,positive
summer,'00:00',18.1,763.3,74,?,positive
summer,'21:00',20.1,763.6,69,?,positive
summer,'18:00',22.1,764.2,55,?,positive
summer,'15:00',22.5,764.8,56,?,positive
summer,'12:00',22.3,765.2,73,?,positive
summer,'09:00',19.0,765.4,93,?,negative
summer,'06:00',17.0,765.8,95,?,negative
summer,'03:00',15.7,766.0,93,?,negative
summer,'00:00',17.1,765.8,76,?,positive
summer,'21:00',?,765.8,?,?,?
summer,'18:00',24.3,766.2,44,?,positive
summer,'15:00',24.1,766.7,47,?,positive
summer,'12:00',21.7,767.7,51,?,positive
summer,'09:00',19.1,767.8,63,?,positive
summer,'06:00',14.5,767.8,96,?,negative
summer,'03:00',14.7,767.7,91,?,negative
summer,'00:00',15.5,767.5,81,?,negative
summer,'21:00',19.9,767.2,57,?,positive
summer,'18:00',22.9,767.2,43,?,positive
summer,'15:00',23.4,767.5,43,?,positive
summer,'12:00',22.3,768.2,48,?,positive
summer,'09:00',17.9,768.2,69,?,positive
summer,'06:00',12.9,768.3,86,?,negative
summer,'03:00',13.5,768.5,89,?,negative
summer,'00:00',14.6,768.4,78,?,positive
summer,'21:00',19.1,768.1,52,?,positive
summer,'18:00',21.4,768.0,38,?,positive
summer,'15:00',21.2,768.4,41,?,positive
summer,'12:00',20.6,768.6,48,?,positive
summer,'09:00',17.2,768.6,69,?,positive
summer,'06:00',14.1,768.4,87,?,negative
summer,'03:00',14.5,768.3,87,?,negative
summer,'00:00',15.7,768.1,79,?,positive
summer,'21:00',18.9,767.6,59,?,positive
summer,'18:00',21.4,767.4,46,?,positive
summer,'15:00',21.7,767.8,48,?,positive
summer,'12:00',20.0,767.8,60,?,positive
summer,'09:00',16.7,767.5,80,?,positive
summer,'06:00',11.1,767.4,92,?,negative
summer,'03:00',11.4,767.4,91,?,negative
summer,'00:00',13.2,767.3,85,?,negative
summer,'21:00',16.1,766.8,77,0.1,positive
summer,'18:00',18.7,766.5,69,?,positive
summer,'15:00',18.9,766.6,65,?,positive
summer,'12:00',15.3,767.0,86,?,negative
summer,'09:00',14.5,766.6,94,0.1,negative
summer,'06:00',15.2,766.1,87,?,negative
summer,'03:00',15.5,765.8,88,?,negative
summer,'00:00',16.2,765.4,85,?,negative
summer,'21:00',16.4,764.9,85,0.1,negative
summer,'18:00',16.8,764.3,85,?,negative
summer,'15:00',17.3,763.9,87,?,negative
summer,'12:00',17.9,763.2,84,?,negative
summer,'09:00',18.8,762.0,80,?,positive
summer,'06:00',14.5,761.6,96,?,negative
summer,'03:00',14.4,760.9,96,?,negative
summer,'00:00',14.7,760.4,93,?,negative
summer,'21:00',16.7,759.6,87,3,negative
summer,'18:00',16.8,759.3,82,?,negative
summer,'15:00',18.6,758.8,78,?,positive
summer,'12:00',16.1,758.8,91,?,negative
summer,'09:00',15.7,759.0,95,12,negative
summer,'06:00',15.2,759.1,97,?,negative
summer,'03:00',15.6,759.3,96,?,negative
summer,'00:00',15.9,759.7,95,?,negative
summer,'21:00',15.7,760.0,95,12,negative
summer,'18:00',20.1,760.0,59,?,positive
summer,'15:00',18.5,760.5,84,?,negative
summer,'12:00',18.7,760.7,73,?,positive
summer,'09:00',17.6,761.2,78,?,positive
summer,'06:00',15.1,761.4,89,?,negative
summer,'03:00',16.5,761.2,81,?,negative
summer,'00:00',17.1,761.1,72,?,positive
summer,'21:00',19.4,761.0,54,?,positive
summer,'18:00',21.1,760.6,54,?,positive
summer,'15:00',20.5,760.7,57,?,positive
summer,'12:00',19.4,760.6,64,?,positive
summer,'09:00',18.1,760.3,78,3,positive
summer,'06:00',17.7,759.6,88,?,negative
summer,'12:00',23.0,762.6,48,?,positive
summer,'09:00',19.6,763.3,64,?,positive
summer,'06:00',14.5,763.8,93,?,negative
summer,'03:00',14.9,763.9,93,?,negative
summer,'00:00',16.8,764.2,86,?,negative
summer,'21:00',19.3,764.2,60,?,positive
summer,'18:00',21.4,764.3,53,?,positive
summer,'15:00',21.5,764.8,63,?,positive
summer,'12:00',19.9,765.2,71,?,positive
summer,'09:00',18.5,765.0,84,?,negative
summer,'06:00',17.1,764.8,92,?,negative
summer,'03:00',18.2,764.6,89,?,negative
summer,'00:00',18.7,764.6,86,?,negative
summer,'21:00',21.1,764.0,75,?,positive
summer,'18:00',23.2,763.9,55,?,positive
summer,'15:00',22.0,764.0,71,?,positive
summer,'12:00',22.3,763.9,65,?,positive
summer,'09:00',19.3,763.1,86,?,negative
summer,'06:00',17.7,762.2,93,?,negative
summer,'03:00',17.7,761.6,91,?,negative
summer,'00:00',18.1,761.0,85,?,negative
summer,'21:00',19.4,760.1,70,0.1,positive
summer,'18:00',20.1,759.4,69,?,positive
summer,'15:00',21.1,758.6,69,?,positive
summer,'12:00',20.9,758.0,71,?,positive
summer,'09:00',18.4,757.4,80,5,positive
summer,'06:00',16.8,756.8,90,?,negative
summer,'03:00',17.5,756.4,92,?,negative
summer,'00:00',18.5,756.2,92,?,negative
summer,'21:00',19.2,755.4,87,2,negative
summer,'18:00',19.1,755.2,78,?,positive
summer,'15:00',20.2,755.2,81,?,negative
summer,'12:00',21.5,754.9,64,?,positive
summer,'09:00',19.7,755.7,69,?,positive
summer,'06:00',16.1,756.3,85,?,negative
summer,'03:00',17.0,756.9,88,?,negative
summer,'00:00',17.1,757.3,89,?,negative
summer,'21:00',19.8,757.4,70,?,positive
summer,'18:00',21.0,757.4,54,?,positive
summer,'15:00',21.4,757.3,66,?,positive
summer,'12:00',19.8,756.9,68,?,positive
summer,'09:00',18.0,756.5,82,?,negative
summer,'06:00',16.5,756.1,94,?,negative
summer,'03:00',16.2,756.0,90,?,negative
summer,'00:00',17.7,755.6,77,?,positive
summer,'21:00',19.2,754.8,65,0.5,positive
summer,'18:00',21.3,754.3,62,?,positive
summer,'15:00',21.0,753.9,75,?,positive
summer,'12:00',20.9,753.2,81,?,negative
summer,'09:00',17.6,752.4,94,11,negative
summer,'06:00',18.1,751.7,92,?,negative
summer,'03:00',20.6,752.2,67,?,positive
summer,'00:00',22.3,753.1,58,?,positive
summer,'21:00',24.6,754.0,45,?,positive
summer,'18:00',25.7,754.8,39,?,positive
summer,'15:00',25.3,755.8,43,?,positive
summer,'09:00',20.8,757.6,63,?,positive
summer,'06:00',17.3,758.2,78,?,positive
summer,'03:00',16.9,758.2,88,?,negative
summer,'00:00',17.2,758.7,90,?,negative
summer,'21:00',21.3,758.4,68,?,positive
summer,'18:00',22.1,758.4,63,?,positive
summer,'15:00',21.3,758.3,57,?,positive
summer,'12:00',19.2,758.6,77,?,positive
summer,'09:00',15.3,758.2,92,?,negative
summer,'06:00',15.0,757.4,93,?,negative
summer,'03:00',15.6,756.8,91,?,negative
summer,'00:00',17.3,756.2,81,?,negative
summer,'21:00',19.1,755.3,68,?,positive
summer,'18:00',20.0,754.9,63,?,positive
summer,'15:00',19.3,754.1,65,?,positive
summer,'12:00',19.0,753.7,66,?,positive
summer,'09:00',16.0,753.2,83,?,negative
summer,'06:00',15.6,752.6,86,?,negative
summer,'03:00',15.2,752.4,90,?,negative
summer,'00:00',16.1,752.1,83,?,negative
summer,'21:00',17.3,752.0,76,0.7,positive
summer,'18:00',19.1,752.0,60,?,positive
summer,'15:00',21.7,751.9,55,?,positive
summer,'12:00',19.3,752.3,64,?,positive
summer,'09:00',16.6,752.3,81,?,negative
summer,'06:00',15.4,752.3,87,?,negative
summer,'03:00',16.3,752.2,90,?,negative
summer,'00:00',16.9,752.4,81,?,negative
summer,'21:00',17.3,752.2,80,2,positive
summer,'18:00',21.0,750.9,85,?,negative
summer,'15:00',22.3,751.4,77,?,positive
summer,'12:00',23.4,752.2,72,?,positive
summer,'09:00',17.9,753.3,83,0.1,negative
summer,'06:00',17.6,754.4,83,?,negative
summer,'03:00',18.7,756.2,62,?,positive
summer,'00:00',18.1,756.9,68,?,positive
summer,'21:00',20.2,757.8,53,?,positive
summer,'18:00',23.1,757.9,46,?,positive
summer,'15:00',24.8,758.9,46,?,positive
summer,'12:00',22.9,759.6,47,?,positive
summer,'09:00',19.8,759.5,63,?,positive
summer,'06:00',16.1,759.4,88,?,negative
summer,'03:00',17.1,759.2,84,?,negative
summer,'00:00',17.6,759.2,67,?,positive
summer,'21:00',20.5,758.6,61,?,positive
summer,'18:00',21.7,758.9,58,?,positive
summer,'15:00',21.9,759.4,58,?,positive
summer,'12:00',21.9,759.7,74,?,positive
summer,'09:00',18.5,759.2,84,?,negative
summer,'06:00',17.3,759.2,89,?,negative
summer,'03:00',17.9,759.0,87,?,negative
summer,'00:00',18.2,758.8,83,?,negative
summer,'21:00',20.3,758.2,68,?,positive
summer,'18:00',21.7,758.3,64,?,positive
summer,'15:00',22.1,758.5,68,?,positive
summer,'12:00',20.1,758.6,79,?,positive
summer,'09:00',18.2,758.0,88,6,negative
summer,'06:00',17.5,757.9,94,?,negative
summer,'03:00',17.7,758.0,94,?,negative
summer,'00:00',17.8,758.6,97,?,negative
summer,'21:00',21.5,759.9,85,0.9,negative
summer,'18:00',22.8,760.6,77,?,positive
summer,'15:00',26.1,761.8,52,?,positive
summer,'12:00',23.3,763.0,61,?,positive
summer,'09:00',19.9,763.0,81,?,negative
summer,'06:00',17.4,763.0,93,?,negative
summer,'03:00',17.7,763.1,88,?,negative
summer,'00:00',17.2,763.3,95,?,negative
summer,'21:00',21.2,763.1,64,?,positive
summer,'18:00',22.5,763.6,57,?,positive
summer,'15:00',22.6,764.2,51,?,positive
summer,'12:00',20.9,764.0,63,?,positive
summer,'09:00',17.6,763.3,81,0.4,negative
summer,'06:00',16.3,762.6,85,?,negative
summer,'03:00',15.6,762.2,75,?,positive
summer,'00:00',16.8,761.6,58,?,positive
summer,'21:00',18.8,761.0,56,?,positive
summer,'18:00',19.4,760.6,61,?,positive
summer,'15:00',18.6,760.3,73,?,positive
summer,'12:00',17.1,759.2,80,?,positive
summer,'09:00',15.6,757.9,91,3,negative
summer,'06:00',15.9,757.6,89,?,negative
summer,'03:00',16.0,757.4,94,?,negative
summer,'00:00',16.3,756.7,96,?,negative
summer,'21:00',17.6,756.7,94,3,negative
summer,'18:00',23.3,756.6,67,?,positive
summer,'15:00',24.9,757.2,63,?,positive
summer,'12:00',23.1,757.7,66,?,positive
summer,'09:00',17.7,759.2,79,?,positive
summer,'06:00',16.7,760.4,81,?,negative
summer,'03:00',16.3,761.2,83,?,negative
summer,'00:00',17.4,761.4,79,?,positive
summer,'21:00',20.5,761.6,67,?,positive
summer,'18:00',21.7,761.6,62,?,positive
summer,'15:00',20.9,761.5,60,?,positive
summer,'12:00',17.8,761.5,72,?,positive
summer,'09:00',17.3,760.6,78,4,positive
summer,'06:00',16.4,759.8,89,?,negative
summer,'03:00',17.1,760.0,81,?,negative
summer,'00:00',20.1,759.5,54,?,positive
summer,'21:00',22.4,759.8,46,?,positive
summer,'18:00',24.1,759.7,42,?,positive
summer,'15:00',24.1,760.2,41,?,positive
summer,'12:00',22.5,760.5,44,?,positive
summer,'09:00',19.8,760.4,50,?,positive
summer,'06:00',14.2,760.4,88,?,negative
summer,'03:00',14.1,759.8,85,?,negative
summer,'00:00',16.3,759.4,77,?,positive
summer,'21:00',20.9,758.8,50,?,positive
summer,'18:00',22.9,758.6,46,?,positive
summer,'15:00',22.4,758.3,44,?,positive
summer,'12:00',20.7,758.0,47,?,positive
summer,'09:00',18.2,757.3,75,?,positive
summer,'06:00',15.9,756.2,81,?,negative
summer,'03:00',17.3,755.0,76,?,positive
summer,'00:00',18.9,754.1,69,?,positive
summer,'21:00',21.5,753.3,57,7,positive
summer,'18:00',21.5,752.2,57,?,positive
summer,'15:00',21.1,751.2,70,?,positive
summer,'12:00',17.2,750.0,93,?,negative
summer,'09:00',17.9,749.8,85,?,negative
summer,'06:00',17.0,750.8,90,?,negative
summer,'03:00',16.5,752.6,90,?,negative
summer,'00:00',16.6,753.8,89,?,negative
summer,'21:00',19.6,754.2,71,0.1,positive
summer,'18:00',19.5,754.6,71,?,positive
summer,'15:00',18.7,755.3,77,?,positive
summer,'12:00',16.7,755.0,86,?,negative
summer,'09:00',15.5,754.4,91,3,negative
summer,'06:00',13.9,753.9,91,?,negative
summer,'03:00',12.9,754.0,91,?,negative
summer,'00:00',13.6,755.0,81,?,negative
summer,'21:00',17.6,755.1,52,?,positive
summer,'18:00',18.6,755.3,43,?,positive
summer,'15:00',18.4,756.0,42,?,positive
summer,'12:00',17.5,756.5,45,?,positive
summer,'09:00',15.7,756.7,59,?,positive
summer,'06:00',11.5,756.5,74,?,positive
summer,'03:00',11.0,756.4,89,?,negative
summer,'00:00',11.5,756.0,82,?,negative
summer,'21:00',14.7,755.8,57,?,positive
summer,'18:00',14.2,755.7,59,?,positive
summer,'15:00',15.2,755.5,59,?,positive
summer,'12:00',14.9,754.9,57,?,positive
summer,'09:00',12.5,755.0,71,?,positive
summer,'06:00',9.3,754.5,90,?,negative
summer,'03:00',8.1,754.3,90,?,negative
summer,'00:00',9.6,753.9,83,?,negative
summer,'21:00',12.9,753.4,59,0.7,positive
summer,'18:00',13.5,752.7,52,?,positive
summer,'15:00',13.7,752.2,47,?,positive
summer,'12:00',11.3,751.9,69,?,positive
summer,'09:00',8.7,751.4,91,2,negative
summer,'06:00',8.9,751.3,88,?,negative
summer,'03:00',9.5,751.8,78,?,positive
summer,'00:00',9.9,752.3,71,?,positive
summer,'21:00',11.1,752.6,64,1,positive
summer,'18:00',12.2,752.8,70,?,positive
summer,'15:00',12.9,752.8,71,?,positive
summer,'12:00',12.9,753.2,71,?,positive
summer,'09:00',10.4,754.1,91,3,negative
summer,'06:00',12.1,754.9,64,?,positive
summer,'03:00',11.9,755.6,63,?,positive
summer,'00:00',12.0,756.2,62,?,positive
summer,'21:00',14.8,756.7,44,?,positive
summer,'18:00',15.9,757.0,44,?,positive
summer,'15:00',17.8,756.4,34,?,positive
summer,'12:00',18.7,756.3,39,?,positive
summer,'09:00',16.6,756.9,80,1,positive
summer,'06:00',14.0,757.7,89,?,negative
summer,'03:00',14.5,758.7,82,?,negative
summer,'00:00',16.5,759.5,77,?,positive
summer,'21:00',20.0,759.5,67,0.3,positive
summer,'18:00',20.3,759.0,74,?,positive
summer,'15:00',21.9,759.8,66,?,positive
summer,'12:00',21.7,760.6,67,?,positive
summer,'09:00',18.6,761.2,78,?,positive
summer,'06:00',15.5,762.4,86,?,negative
summer,'03:00',15.5,763.4,91,?,negative
summer,'00:00',16.3,764.2,87,?,negative
summer,'21:00',21.1,764.5,55,?,positive
summer,'18:00',23.3,765.4,37,?,positive
summer,'15:00',21.2,766.6,48,?,positive
summer,'12:00',20.9,767.1,46,?,positive
summer,'09:00',16.9,767.6,50,?,positive
summer,'06:00',12.5,768.0,77,?,positive
summer,'03:00',11.7,768.4,72,?,positive
summer,'00:00',13.4,768.7,58,?,positive
summer,'21:00',18.5,768.7,49,?,positive
summer,'18:00',19.9,769.1,40,?,positive
summer,'15:00',19.9,769.9,43,?,positive
summer,'12:00',19.1,770.0,50,?,positive
summer,'09:00',16.8,770.0,64,?,positive
summer,'06:00',13.4,770.0,72,?,positive
summer,'03:00',14.4,770.0,75,?,positive
summer,'00:00',14.1,769.2,79,?,positive
summer,'21:00',17.1,768.6,66,?,positive
summer,'18:00',20.7,768.0,66,?,positive
summer,'15:00',21.1,768.2,55,?,positive
summer,'12:00',18.7,767.8,71,?,positive
summer,'09:00',16.3,767.1,84,?,negative
summer,'06:00',15.7,766.3,89,?,negative
summer,'03:00',15.1,765.2,89,?,negative
summer,'00:00',17.0,764.2,93,?,negative
summer,'21:00',21.1,763.4,54,?,positive
summer,'18:00',20.6,762.5,68,?,positive
summer,'15:00',16.8,761.6,86,?,negative
summer,'12:00',17.1,761.0,88,?,negative
summer,'09:00',16.5,761.0,95,14,negative
summer,'06:00',17.1,761.4,95,?,negative
summer,'03:00',17.9,762.2,92,?,negative
summer,'00:00',17.6,763.8,95,?,negative
summer,'21:00',17.9,765.1,94,8,negative
summer,'18:00',18.6,766.1,88,?,negative
summer,'15:00',23.1,766.6,56,?,positive
summer,'12:00',23.0,767.6,50,?,positive
summer,'09:00',19.1,768.9,59,?,positive
summer,'06:00',18.1,769.4,61,?,positive
summer,'03:00',17.1,769.9,66,?,positive
summer,'00:00',19.3,769.6,51,?,positive
summer,'21:00',24.1,769.7,41,?,positive
summer,'18:00',25.5,769.7,36,?,positive
summer,'15:00',25.7,770.6,37,?,positive
summer,'12:00',24.5,771.3,37,?,positive
summer,'09:00',21.5,771.9,53,?,positive
summer,'06:00',15.3,771.7,81,?,negative
summer,'21:00',21.2,770.5,54,0.1,positive
summer,'18:00',19.1,770.6,71,?,positive
summer,'15:00',23.7,769.9,43,?,positive
summer,'12:00',22.4,770.1,46,?,positive
summer,'09:00',18.5,769.5,68,0.7,positive
summer,'06:00',14.4,769.4,92,?,negative
summer,'03:00',15.6,768.7,81,?,negative
summer,'00:00',17.7,768.4,71,?,positive
summer,'21:00',20.3,768.1,51,?,positive
summer,'18:00',23.4,767.6,42,?,positive
summer,'15:00',23.0,768.1,43,?,positive
summer,'12:00',22.8,768.5,44,?,positive
summer,'09:00',19.3,769.2,56,?,positive
summer,'06:00',13.8,769.2,88,?,negative
summer,'03:00',13.1,769.7,81,?,negative
summer,'00:00',15.8,769.7,73,?,positive
summer,'21:00',20.4,769.3,40,?,positive
summer,'18:00',21.5,769.4,45,?,positive
summer,'15:00',22.3,770.0,41,?,positive
summer,'12:00',18.9,770.6,60,?,positive
summer,'09:00',16.8,770.3,61,?,positive
summer,'06:00',13.5,770.6,74,?,positive
summer,'03:00',13.2,770.7,66,?,positive
summer,'00:00',14.5,770.4,55,?,positive
summer,'21:00',18.4,769.9,36,?,positive
summer,'18:00',21.1,769.7,26,?,positive
summer,'15:00',21.7,770.1,38,?,positive
summer,'12:00',19.3,770.2,45,?,positive
summer,'09:00',15.5,769.6,67,?,positive
summer,'06:00',10.6,769.0,92,?,negative
summer,'03:00',9.9,768.2,93,?,negative
summer,'00:00',12.1,767.2,74,?,positive
summer,'21:00',14.7,766.1,63,?,positive
summer,'18:00',17.0,765.3,49,?,positive
summer,'15:00',16.6,764.3,50,?,positive
summer,'12:00',14.9,763.4,65,?,positive
summer,'09:00',12.3,761.8,78,0.4,positive
summer,'06:00',10.6,760.5,80,?,positive
summer,'03:00',10.7,759.4,82,?,negative
summer,'00:00',11.8,758.8,80,?,positive
summer,'21:00',13.5,757.6,67,5,positive
summer,'18:00',13.8,756.9,77,?,positive
summer,'15:00',12.7,756.1,89,?,negative
summer,'12:00',16.2,755.2,55,?,positive
summer,'09:00',13.5,755.0,74,0.4,positive
summer,'06:00',10.7,754.6,85,?,negative
summer,'03:00',11.9,754.6,87,?,negative
summer,'00:00',13.1,754.9,79,?,positive
summer,'21:00',13.5,754.4,77,1,positive
summer,'18:00',15.1,753.8,70,?,positive
summer,'15:00',14.5,753.9,64,?,positive
summer,'12:00',14.6,754.4,52,?,positive
summer,'09:00',13.7,755.0,56,?,positive
summer,'06:00',11.7,755.8,69,?,positive
summer,'03:00',10.4,756.8,74,?,positive
summer,'00:00',11.8,757.0,69,?,positive
summer,'21:00',14.5,757.2,55,?,positive
summer,'18:00',15.0,757.8,41,?,positive
summer,'15:00',13.5,757.6,50,?,positive
summer,'12:00',11.8,756.7,63,?,positive
summer,'09:00',10.7,755.4,72,2,positive
summer,'06:00',10.6,754.7,73,?,positive
summer,'03:00',10.9,754.4,82,?,negative
summer,'00:00',10.9,753.5,88,?,negative
summer,'21:00',10.7,753.2,89,22,negative
summer,'18:00',10.1,752.8,92,?,negative
summer,'15:00',9.7,753.0,90,?,negative
summer,'12:00',9.7,752.8,95,?,negative
summer,'09:00',9.7,754.0,92,4,negative
summer,'06:00',9.7,756.0,90,?,negative
summer,'03:00',10.7,756.8,82,?,negative
summer,'00:00',11.2,757.8,71,?,positive
summer,'21:00',12.4,758.5,66,0.8,positive
summer,'18:00',12.5,758.6,84,?,negative
summer,'15:00',14.9,758.1,64,?,positive
summer,'12:00',13.3,757.6,73,?,positive
summer,'09:00',14.0,757.4,70,0.1,positive
summer,'06:00',12.1,757.3,74,?,positive
summer,'03:00',11.3,757.3,78,?,positive
summer,'00:00',12.7,756.4,76,?,positive
summer,'21:00',13.7,755.8,68,0.4,positive
summer,'18:00',16.1,755.0,59,?,positive
summer,'15:00',18.8,754.0,53,?,positive
summer,'12:00',16.3,754.4,60,?,positive
summer,'09:00',14.5,753.9,74,0.1,positive
summer,'06:00',13.3,753.8,77,?,positive
summer,'03:00',14.4,754.6,75,?,positive
summer,'00:00',15.9,755.6,69,?,positive
summer,'21:00',19.2,756.2,52,?,positive
summer,'18:00',20.4,756.4,44,?,positive
summer,'15:00',19.1,756.9,53,?,positive
summer,'12:00',16.4,756.2,68,?,positive
summer,'09:00',15.6,755.2,78,2,positive
summer,'06:00',17.9,753.7,88,?,negative
summer,'03:00',17.9,753.3,94,?,negative
summer,'00:00',19.3,752.7,88,?,negative
summer,'21:00',21.4,752.6,76,3,positive
summer,'18:00',25.2,751.6,63,?,positive
summer,'15:00',26.0,752.8,63,?,positive
summer,'12:00',25.7,753.8,61,?,positive
summer,'09:00',22.2,754.5,71,?,positive
summer,'06:00',15.0,754.9,93,?,negative
summer,'03:00',14.7,755.3,96,?,negative
summer,'00:00',17.3,755.0,91,?,negative
summer,'21:00',20.7,754.6,81,0.9,negative
summer,'18:00',20.8,754.1,81,?,negative
summer,'15:00',19.3,754.6,79,?,positive
summer,'12:00',17.1,755.0,86,?,negative
summer,'09:00',15.5,756.6,88,0.4,negative
summer,'06:00',15.6,758.2,84,?,negative
summer,'03:00',15.9,758.6,83,?,negative
summer,'00:00',16.2,759.5,83,?,negative
summer,'21:00',20.8,759.4,64,?,positive
summer,'18:00',21.1,759.9,59,?,positive
summer,'15:00',18.9,760.4,63,?,positive
summer,'12:00',14.5,759.7,91,?,negative
summer,'09:00',13.6,759.2,96,0.1,negative
summer,'06:00',13.7,758.3,99,?,negative
summer,'03:00',14.2,757.2,97,?,negative
summer,'00:00',14.5,757.4,96,?,negative
summer,'21:00',14.5,757.8,96,5,negative
summer,'18:00',15.2,759.2,91,?,negative
summer,'15:00',17.5,759.9,88,?,negative
summer,'12:00',19.2,761.2,72,?,positive
summer,'09:00',16.4,761.9,78,?,positive
summer,'06:00',10.6,762.8,96,?,negative
summer,'03:00',10.8,763.0,96,?,negative
summer,'00:00',11.4,763.4,97,?,negative
summer,'21:00',13.7,763.1,88,5,negative
summer,'18:00',13.5,763.0,89,?,negative
summer,'15:00',12.4,762.9,89,?,negative
summer,'12:00',11.3,762.9,83,?,negative
summer,'09:00',12.5,762.9,63,?,positive
summer,'06:00',10.5,762.9,75,?,positive
summer,'03:00',9.9,762.9,78,?,positive
summer,'00:00',11.3,762.2,74,?,positive
summer,'21:00',11.7,761.6,72,0.1,positive
summer,'18:00',12.5,760.6,65,?,positive
summer,'15:00',12.3,759.3,63,?,positive
summer,'12:00',11.6,757.8,61,?,positive
summer,'09:00',11.0,756.6,65,0.1,positive
summer,'06:00',8.0,755.7,77,?,positive
summer,'03:00',7.7,755.8,70,?,positive
summer,'00:00',7.9,756.5,60,?,positive
summer,'21:00',9.9,757.2,52,?,positive
summer,'18:00',11.4,757.6,53,?,positive
summer,'15:00',11.1,757.9,62,?,positive
summer,'12:00',12.1,758.0,50,?,positive
summer,'09:00',9.3,758.3,66,0.5,positive
summer,'06:00',6.3,757.7,88,?,negative
summer,'03:00',5.7,757.0,94,?,negative
summer,'00:00',8.1,756.3,72,?,positive
summer,'21:00',9.4,755.6,63,?,positive
summer,'18:00',10.5,754.6,61,?,positive
summer,'15:00',9.8,753.8,73,?,positive
summer,'12:00',8.6,752.6,88,?,negative
summer,'09:00',7.5,751.5,91,0.4,negative
summer,'06:00',8.2,750.8,90,?,negative
summer,'03:00',8.2,750.4,88,?,negative
summer,'00:00',8.7,750.1,86,?,negative
summer,'21:00',9.1,749.4,81,4,negative
summer,'18:00',9.6,748.4,80,?,positive
summer,'15:00',8.9,746.9,83,?,negative
summer,'12:00',8.5,744.6,89,?,negative
summer,'09:00',8.2,742.7,82,4,negative
summer,'06:00',7.5,740.9,81,?,negative
summer,'03:00',6.9,739.9,88,?,negative
summer,'00:00',8.0,739.9,82,?,negative
summer,'21:00',8.7,739.5,91,14,negative
summer,'18:00',9.4,738.9,83,?,negative
summer,'15:00',11.7,738.3,78,?,positive
summer,'12:00',11.1,737.1,96,?,negative
summer,'09:00',10.6,738.0,91,1,negative
summer,'06:00',9.9,738.3,92,?,negative
summer,'03:00',9.5,738.8,96,?,negative
summer,'00:00',8.9,739.7,98,?,negative
summer,'21:00',9.3,740.8,95,11,negative
summer,'18:00',10.3,741.7,94,?,negative
summer,'15:00',11.3,742.9,95,?,negative
summer,'12:00',13.8,743.9,80,?,positive
summer,'09:00',13.3,745.1,62,?,positive
summer,'06:00',12.0,746.8,59,?,positive
summer,'03:00',11.2,748.9,58,?,positive
summer,'00:00',12.9,750.9,44,?,positive
summer,'21:00',15.5,752.8,39,?,positive
summer,'18:00',18.3,754.4,36,?,positive
summer,'15:00',18.5,755.8,36,?,positive
summer,'12:00',16.7,757.6,38,?,positive
summer,'09:00',14.9,758.5,47,?,positive
summer,'06:00',14.1,758.9,55,?,positive
summer,'03:00',14.9,759.4,58,?,positive
summer,'00:00',15.0,760.0,84,?,negative
summer,'21:00',20.9,760.2,49,?,positive
summer,'18:00',25.3,761.4,28,?,positive
summer,'15:00',26.7,763.0,27,?,positive
summer,'12:00',23.1,765.0,43,?,positive
summer,'09:00',19.5,766.4,50,?,positive
summer,'06:00',15.0,767.4,90,?,negative
summer,'03:00',13.7,768.4,89,?,negative
summer,'00:00',15.9,769.0,78,?,positive
spring,'21:00',21.9,769.6,45,?,positive
spring,'18:00',23.7,770.9,39,?,positive
spring,'15:00',24.2,772.4,39,?,positive
spring,'12:00',21.5,773.5,49,?,positive
spring,'09:00',20.3,773.9,48,?,positive
spring,'06:00',12.9,774.0,88,?,negative
spring,'03:00',12.2,773.6,82,?,negative
spring,'00:00',14.1,773.6,61,?,positive
spring,'21:00',17.0,773.2,56,?,positive
spring,'18:00',19.1,773.7,37,?,positive
spring,'15:00',20.4,774.4,28,?,positive
spring,'12:00',18.8,774.7,38,?,positive
spring,'09:00',15.2,774.7,70,?,positive
spring,'06:00',10.4,774.6,90,?,negative
spring,'03:00',9.5,774.4,84,?,negative
spring,'00:00',11.2,773.8,53,?,positive
spring,'21:00',16.7,772.9,25,?,positive
spring,'18:00',19.8,772.1,26,?,positive
spring,'15:00',19.9,772.0,30,?,positive
spring,'12:00',17.7,771.4,38,?,positive
spring,'09:00',14.9,770.1,58,?,positive
spring,'06:00',10.7,767.7,72,?,positive
